Timestamp,Date,Smart Contract Platform,Decentralized Finance (DeFi),Bitcoin,Ethereum,Centralized Exchange (CEX) Token,Solana,Meme,Real World Assets (RWA),Artificial Intelligence (AI),DePIN,Oracle,Gaming (GameFi),NFT Marketplace,Rollup,Data Availability,Decentralized Identifier (DID),Analytics,Liquid Staking Governance Tokens,PolitiFi,Bridge Governance Tokens,SocialFi,Prediction Markets
1751846400,2025-07-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1751932800,2025-07-08,1.2200255455947124,1.2453938419340629,0.8636090155967974,3.0738537120056146,13.20914762300556,2.163218545724105,2.6397039846223964,2.6224738089648882,1.2618561505160169,1.188975432184958,4.196012331777175,2.504448102795983,3.2885438872122834,2.7466005340506237,3.5648478941494997,1.367803492791012,0.9184071660023966,-0.20790296754787718,0.3391033809911395,1.9576463891641627,0.661279293478904,2.1283763925740558
1752019200,2025-07-09,4.211435210479278,4.207871445426889,3.136946359975934,9.527921363598727,11.503822254578678,6.132488712177371,9.48211732899787,7.552737259306425,6.392952526014748,7.0470915337435835,7.038181107464027,7.902669170365775,8.38996281347448,8.80045140872226,8.899472321268155,6.19435354702537,5.461170055839994,5.603037472868683,5.7869465238179,7.830614709128364,2.8264148025802727,5.77527266979464
1752105600,2025-07-10,9.048129212275208,9.035560647365758,7.395751376868607,16.998064055704727,13.049335810928172,10.91043870880787,20.408730853681632,13.380506473466022,15.583314696334083,13.942904787781707,14.809679795415065,14.905678313822499,16.356848372592587,20.039795806510785,18.054437660884457,17.89123776590788,12.764285763801201,10.515065558811457,14.322367602401403,14.634203095861325,5.433409019643309,11.921661865520797
1752192000,2025-07-11,10.558246097834298,10.203878804727196,8.914703568288054,16.6853952520079,12.247626784914727,9.400903025810365,30.076046422180188,20.23357666161589,17.697929435467096,15.95918317958375,15.20056467632101,15.315440151378358,16.34988300074609,23.227557765576627,19.173772265652563,17.019754180485364,12.257229510408862,9.972213179025076,15.837382455628719,15.866272812786864,7.174588797221554,14.129314859743774
1752278400,2025-07-12,10.143919531980035,9.86539436083189,8.685148331559217,16.0245719039677,11.585558819645653,8.140710290450839,24.841184300076534,22.898781019403916,15.274265779108203,14.77909798572352,13.472562116211561,14.069177279931152,15.866226991332747,20.602727543490193,16.24677350020821,15.953974083254675,9.405129967355926,7.080143581528888,11.586104151826422,12.939038162008856,8.984431990294595,14.43035457711462
1752364800,2025-07-13,11.586006212815327,11.005070908846468,9.810709492294164,16.84547537092456,13.625522402854001,8.464182222521734,27.040918400173652,37.127452186692445,16.26855457843386,18.77433461571477,17.60685390280409,17.865882708483557,20.131703640020596,23.755667060323944,17.766333555437768,18.36611341738717,11.144548568814475,9.355922783012417,10.800004663772945,15.256352953825195,12.121330005020358,17.571750587247045
1752451200,2025-07-14,12.649689284001067,12.288787060552805,10.963113805711112,18.68245387839431,10.897882976206468,9.165038075342004,22.150742509972922,35.4506148310994,19.034542875557666,20.35080787120494,18.78224874092221,17.906444316119124,19.17455801208957,22.647743227418907,19.25016057279283,19.231537304917982,11.065947475500524,10.831996651951734,9.620755613057637,15.10799210723891,10.316863440665477,20.16232104045284
1752537600,2025-07-15,11.984484929327548,11.56876192244751,9.104456888971168,22.741234036345283,9.671383913223046,9.650245973448346,25.088487613175314,36.25774560778724,24.575313295754565,24.912825960458843,20.52894977691802,22.52869894617461,22.80875026667335,28.950561128841578,23.44948327656291,22.21765473463939,15.554524159012361,14.197905712110833,10.630583097153004,16.251065873807864,12.678953846179052,21.825819322533775
1752624000,2025-07-16,14.374919722507814,13.919023521998092,9.85051140833989,32.70208143583193,9.723570578431886,16.739672484668777,34.17775043713285,38.21697854870422,26.065343443323524,26.980629565832224,25.396424545569047,29.94492910909092,31.600315108116302,31.085397852167663,27.347102710658778,28.400848450330546,18.292442510822724,20.177756377469088,17.330581591244307,20.201379018432124,14.122905858193205,26.63860634041536
1752710400,2025-07-17,16.31796990048512,15.434558273984425,10.592863423890405,37.28802198538776,15.810925024999905,18.714199070018196,34.96660303508366,49.31548733232671,28.260910959474973,29.259997891650265,33.97893443868404,35.56111487320442,34.145072563376665,34.0984818716166,29.791248524554675,30.977352324203494,20.990765980869647,29.963727007793743,18.33352088100552,20.866131761746637,16.028478298909473,29.605517303374263
1752796800,2025-07-18,15.208690309975225,14.37228683757265,8.938769843106401,39.12500049285751,16.484556332193478,18.532246108228318,37.03075250472308,39.758908448309235,25.124018536501396,27.037145763150967,31.439853748549968,33.97373991212923,33.97402606408195,33.637726042836334,27.13335484590048,30.13358719281104,22.721015324395232,31.43273624428322,17.160480851640347,19.84007847197135,15.69464470176094,28.000202196933376
1752883200,2025-07-19,16.130196728245096,15.092796109711163,9.130374415698617,41.41383076456,15.62356093807532,19.145494979446052,40.86117905894493,43.7400989528407,27.264056263751872,29.297976652365236,36.96546869595794,37.97871434330791,38.83443213210298,38.723762784801714,33.135747297497126,33.317490183725496,23.68658227970777,37.53998998854887,19.90383240266187,23.042613671443394,18.503177419667587,29.907595093628135
1752969600,2025-07-20,17.73924908624818,16.20457245165281,8.538899430740038,48.33788733671631,17.45395861328741,21.504144484129657,53.1090785005242,46.99409705682472,31.745614208843975,35.10780340365678,44.4598217999063,43.425483317450514,43.90114470325715,46.23739944209825,38.279071807645145,40.08663392390077,29.170858263690757,43.676452263018646,26.87429297973719,28.27893448708756,21.47947848433396,34.280540075895
1753056000,2025-07-21,18.181445472147374,16.640263996083746,8.523163789512658,48.10999002456402,17.60074344740459,32.535885167464116,55.54425919945779,49.505862709255574,35.59704190662248,38.59802138873908,46.924463259760856,48.49184947284842,51.1095334843381,47.29548120179839,39.72673271784509,41.929910093641034,29.574099444279746,44.11523575859108,31.436761846966498,27.78717816166679,22.22898629288478,48.39039440588668
1753142400,2025-07-22,19.766444075886326,18.360519560876494,11.026056370620632,46.756011875894536,20.90801876985718,36.29624637778826,56.37811084131702,49.90703454791937,35.259329308451576,38.07421075971765,46.78859268747389,45.782189555252714,48.32605933347448,45.43967177527416,38.7243318098578,50.314191453041445,29.222798519876076,46.48552489486574,28.431209473927915,28.853676788733036,21.858979130570855,44.290415159901734
1753228800,2025-07-23,17.031609906895206,16.114144390864396,9.857916415976304,42.74257460876971,21.7975061174325,27.717501179324756,51.13424370904735,38.447368277916766,27.437400007934233,28.099785324932697,36.53301140437782,35.59024655646591,35.733214911568474,30.925819203140207,26.183325957263794,36.71304833645143,21.89999322181313,35.95016263695814,18.415756108449365,17.971029918980086,17.63335199358683,36.72804536276153
1753315200,2025-07-24,16.942026954993185,16.191549052265366,9.517286064701254,46.07981137357417,21.131848225360216,23.51910506098794,44.62754168472263,37.348687677069215,25.977101804310337,25.75973977059038,34.77653119471942,33.18146868568498,32.418294388706045,28.63949201430743,23.00468431592315,36.01766785170384,17.342679783965846,32.107768489821986,16.235428693476113,19.62535382130883,18.732809592331698,38.83061651835107
1753401600,2025-07-25,17.099972304647345,16.174021868733902,8.841579117878466,46.87272053402097,21.01737434015698,25.486892647752548,48.72888105074685,39.42888601197026,28.633330348847803,28.232980538594543,36.995077814591056,36.3102983190067,36.09664943095147,32.684849214671594,29.254093535457987,36.8020219728445,18.844789011477225,33.19358949991668,18.54859881767376,25.03079370773442,20.048261151989376,41.121208490084285
1753488000,2025-07-26,17.84470395387455,16.90702914804029,9.271995186745036,48.38638451559993,21.14406128396563,27.01664532650448,51.3581013658022,41.45736059145642,29.906745034750752,28.29372005364721,37.744885494525995,38.556495475833295,40.04279154452727,36.28250265199856,29.93339529212351,39.88008936980241,19.775860977087234,33.32987628224682,18.71711190874277,22.92544646666119,22.431659938675423,43.403119876200975
